code,country,both,male,female
275,Gaza Strip and West Bank,0.64,0.73,0.57
276,Germany,12.06,13.41,10.87
288,Ghana,0.13,0.0,0.25
300,Greece,7.1,8.39,5.98
312,"France, Guadeloupe",1.65,2.32,1.12
316,Guam,0.0,0.0,0.0
320,Guatemala,0.48,0.64,0.36
324,Guinea,0.98,0.23,1.45
328,Guyana,0.0,0.0,0.0
332,Haiti,0.26,0.28,0.23
340,Honduras,0.86,0.63,1.07
348,Hungary,8.03,8.31,8.17
352,Iceland,9.95,8.47,11.55
356,India,0.26,0.27,0.25
360,Indonesia,0.6,0.71,0.5
364,"Iran, Islamic Republic of",0.78,0.87,0.68
368,Iraq,0.42,0.4,0.44
372,Ireland,18.14,18.44,18.06
376,Israel,10.81,11.83,10.05
380,Italy,12.66,13.29,12.22
384,Côte d'Ivoire,0.4,0.25,0.56
388,Jamaica,0.36,0.4,0.33
392,Japan,0.5,0.54,0.46
398,Kazakhstan,1.25,1.22,1.29
400,Jordan,0.35,0.23,0.47
404,Kenya,1.02,1.04,1.03
408,"Korea, Democratic People Republic of",0.27,0.28,0.27
410,"Korea, Republic of",0.63,0.67,0.59
414,Kuwait,0.26,0.25,0.29
417,Kyrgyzstan,0.76,0.9,0.7
418,Lao People's Democratic Republic,0.41,0.43,0.39
422,Lebanon,1.1,1.07,1.13
426,Lesotho,0.57,0.49,0.59
428,Latvia,6.05,5.12,7.04
430,Liberia,0.54,0.22,0.82
434,Libya,0.3,0.24,0.38
440,Lithuania,6.53,7.08,6.31
442,Luxembourg,15.43,17.0,14.21
450,Madagascar,1.15,0.62,1.57
454,Malawi,2.13,1.82,2.4
458,Malaysia,0.48,0.44,0.53
462,Maldives,0.0,0.0,0.0
466,Mali,0.83,0.63,1.01
470,Malta,10.33,11.16,9.71
474,"France, Martinique",1.68,1.99,1.42
478,Mauritania,0.55,0.26,0.78
480,Mauritius,0.24,0.33,0.16
484,Mexico,1.48,1.8,1.2
496,Mongolia,0.18,0.13,0.2
498,Moldova,4.01,5.29,2.71
499,Montenegro,7.41,6.75,8.03
504,Morocco,0.55,0.52,0.58
508,Mozambique,0.69,0.45,0.85
512,Oman,0.53,0.55,0.65
516,Namibia,4.07,4.65,3.72
524,Nepal,0.18,0.27,0.1
528,The Netherlands,25.9,24.18,27.86
540,New Caledonia,6.48,7.28,5.66
548,Vanuatu,0.0,0.0,0.0
554,New Zealand,29.77,35.05,25.02
558,Nicaragua,0.96,1.18,0.79
562,Niger,0.22,0.19,0.26
566,Nigeria,0.52,0.4,0.63
578,Norway,30.61,30.04,31.73
586,Pakistan,0.31,0.33,0.28
591,Panama,1.13,1.47,0.84
598,Papua New Guinea,3.29,3.12,3.48
600,Paraguay,3.75,4.06,3.4
604,Peru,3.16,3.29,3.09
608,Philippines,0.5,0.56,0.47
616,Poland,4.65,5.36,4.08
620,Portugal,5.7,5.93,5.5
624,Guinea-Bissau,0.34,0.0,0.57
626,Timor-Leste,0.0,0.0,0.0
630,Puerto Rico,1.71,2.09,1.45
634,Qatar,0.32,0.43,0.15
638,"France, La Réunion",3.06,3.2,2.96
642,Romania,6.59,7.06,6.29
643,Russian Federation,5.26,5.16,5.49
646,Rwanda,0.77,0.69,0.83
662,Saint Lucia,0.4,0.0,0.78
678,Sao Tome and Principe,0.0,0.0,0.0
682,Saudi Arabia,0.19,0.16,0.24
686,Senegal,0.69,0.16,1.07
688,Serbia,5.87,7.11,4.78
694,Sierra Leone,0.03,0.07,0.0
702,Singapore,0.54,0.69,0.39
703,Slovakia,10.5,12.91,8.85
704,Viet Nam,0.16,0.2,0.14
705,Slovenia,17.13,18.0,16.7
706,Somalia,0.58,0.61,0.55
710,South Africa,4.1,5.45,3.34
716,Zimbabwe,2.16,1.61,2.47
724,Spain,6.88,7.35,6.46
728,South Sudan,0.95,1.01,0.91
729,Sudan,0.59,0.5,0.68
740,Suriname,0.56,0.98,0.16
748,Eswatini,0.36,0.33,0.49
752,Sweden,27.42,26.79,28.36
756,Switzerland,13.38,15.73,11.08
760,Syrian Arab Republic,0.83,0.72,0.93
762,Tajikistan,0.42,0.6,0.28
764,Thailand,0.49,0.51,0.47
768,Togo,1.26,1.68,0.95
780,Trinidad and Tobago,0.3,0.42,0.18
784,United Arab Emirates,0.45,0.44,0.54
788,Tunisia,0.59,0.66,0.53
792,Türkiye,1.67,1.8,1.57
795,Turkmenistan,0.77,0.93,0.66
800,Uganda,0.74,0.33,1.07
804,Ukraine,4.92,4.94,5.03
807,North Macedonia,4.92,7.05,2.77
818,Egypt,0.24,0.28,0.22
826,United Kingdom,15.32,15.09,15.76
834,"Tanzania, United Republic of",1.44,0.72,1.96
840,United States of America,16.52,19.34,14.37
854,Burkina Faso,0.34,0.0,0.6
858,Uruguay,4.45,5.23,3.89
860,Uzbekistan,0.58,0.69,0.5
862,Venezuela,1.46,1.89,1.09
882,Samoa,0.0,0.0,0.0
887,Yemen,0.18,0.24,0.13
894,Zambia,0.67,0.47,0.77
