code,country,both,male,female
368,Iraq,0.1,0.07,0.12
372,Ireland,0.64,1.14,0.17
376,Israel,0.12,0.18,0.06
380,Italy,0.46,0.79,0.16
384,Côte d'Ivoire,0.13,0.11,0.14
388,Jamaica,0.13,0.19,0.08
392,Japan,1.42,2.62,0.3
398,Kazakhstan,0.36,0.56,0.22
400,Jordan,0.13,0.16,0.1
404,Kenya,0.5,0.54,0.47
408,"Korea, Democratic People Republic of",0.25,0.55,0.03
410,"Korea, Republic of",0.47,0.93,0.06
414,Kuwait,0.34,0.36,0.34
417,Kyrgyzstan,0.84,1.18,0.64
418,Lao People's Democratic Republic,0.99,1.83,0.2
422,Lebanon,0.02,0.03,0.02
426,Lesotho,0.0,0.0,0.0
428,Latvia,1.78,3.96,0.12
430,Liberia,0.03,0.06,0.0
434,Libya,0.09,0.16,0.04
440,Lithuania,2.34,5.2,0.19
442,Luxembourg,0.8,1.21,0.44
450,Madagascar,0.84,1.64,0.17
454,Malawi,0.0,0.0,0.0
458,Malaysia,0.4,0.56,0.23
462,Maldives,0.0,0.0,0.0
466,Mali,0.13,0.18,0.09
470,Malta,0.24,0.49,0.0
474,"France, Martinique",0.54,1.2,0.0
478,Mauritania,0.03,0.06,0.0
480,Mauritius,0.39,0.55,0.23
484,Mexico,0.1,0.17,0.04
496,Mongolia,0.26,0.48,0.08
498,Moldova,1.87,4.17,0.05
499,Montenegro,0.85,1.41,0.32
504,Morocco,0.3,0.31,0.3
508,Mozambique,0.05,0.0,0.09
512,Oman,0.27,0.4,0.0
516,Namibia,0.38,0.92,0.0
524,Nepal,0.46,0.72,0.23
528,The Netherlands,0.59,0.94,0.25
540,New Caledonia,0.45,0.94,0.0
548,Vanuatu,0.0,0.0,0.0
554,New Zealand,0.3,0.53,0.09
558,Nicaragua,0.12,0.2,0.06
562,Niger,0.13,0.07,0.19
566,Nigeria,0.07,0.07,0.07
578,Norway,0.28,0.47,0.09
586,Pakistan,1.13,1.61,0.64
591,Panama,0.25,0.54,0.0
598,Papua New Guinea,0.23,0.31,0.16
600,Paraguay,0.48,0.96,0.0
604,Peru,0.25,0.3,0.21
608,Philippines,0.23,0.42,0.07
616,Poland,1.71,3.19,0.39
620,Portugal,2.0,4.06,0.19
624,Guinea-Bissau,0.0,0.0,0.0
626,Timor-Leste,0.0,0.0,0.0
630,Puerto Rico,0.35,0.76,0.03
634,Qatar,0.21,0.26,0.0
638,"France, La Réunion",2.08,4.38,0.0
642,Romania,2.36,4.74,0.21
643,Russian Federation,1.17,2.43,0.26
646,Rwanda,0.04,0.09,0.0
662,Saint Lucia,0.0,0.0,0.0
678,Sao Tome and Principe,0.0,0.0,0.0
682,Saudi Arabia,0.19,0.13,0.31
686,Senegal,0.05,0.11,0.01
688,Serbia,1.21,2.31,0.22
694,Sierra Leone,0.0,0.0,0.0
702,Singapore,0.39,0.71,0.07
703,Slovakia,2.91,5.74,0.36
704,Viet Nam,1.95,3.49,0.6
705,Slovenia,1.37,2.69,0.09
706,Somalia,0.23,0.26,0.19
710,South Africa,0.35,0.65,0.16
716,Zimbabwe,0.12,0.21,0.06
724,Spain,0.7,1.28,0.16
728,South Sudan,0.23,0.28,0.18
729,Sudan,0.29,0.31,0.27
740,Suriname,0.0,0.0,0.0
748,Eswatini,0.0,0.0,0.0
752,Sweden,0.31,0.49,0.13
756,Switzerland,0.99,1.6,0.39
760,Syrian Arab Republic,0.04,0.05,0.03
762,Tajikistan,0.27,0.26,0.28
764,Thailand,0.66,1.3,0.12
768,Togo,0.06,0.09,0.04
780,Trinidad and Tobago,0.3,0.63,0.0
784,United Arab Emirates,0.02,0.03,0.0
788,Tunisia,0.33,0.29,0.37
792,Türkiye,0.25,0.34,0.17
795,Turkmenistan,0.89,1.29,0.6
800,Uganda,0.41,0.91,0.06
804,Ukraine,1.71,3.82,0.12
807,North Macedonia,0.23,0.3,0.17
818,Egypt,0.29,0.3,0.29
826,United Kingdom,0.59,0.95,0.26
834,"Tanzania, United Republic of",0.8,1.45,0.32
840,United States of America,0.38,0.62,0.16
854,Burkina Faso,0.21,0.0,0.4
858,Uruguay,0.57,1.09,0.14
860,Uzbekistan,0.45,0.57,0.37
862,Venezuela,0.17,0.36,0.01
882,Samoa,0.0,0.0,0.0
887,Yemen,0.07,0.07,0.07
894,Zambia,0.05,0.12,0.01
