code,country,both,male,female
414,Kuwait,1.91,2.11,1.63
417,Kyrgyzstan,0.8,0.94,0.69
418,Lao People's Democratic Republic,0.29,0.29,0.3
422,Lebanon,2.95,3.28,2.61
426,Lesotho,0.35,0.37,0.32
428,Latvia,2.63,3.15,2.13
430,Liberia,0.49,0.58,0.39
434,Libya,1.94,1.94,1.96
440,Lithuania,1.77,1.64,1.94
442,Luxembourg,2.3,2.5,2.07
450,Madagascar,0.69,1.09,0.34
454,Malawi,0.61,0.7,0.52
458,Malaysia,0.71,0.9,0.52
462,Maldives,0.11,0.15,0.0
466,Mali,0.66,0.73,0.58
470,Malta,3.3,3.49,3.1
474,"France, Martinique",0.0,0.0,0.0
478,Mauritania,0.52,0.64,0.41
480,Mauritius,0.76,0.59,0.91
484,Mexico,1.64,2.05,1.26
496,Mongolia,0.5,0.69,0.36
498,Moldova,1.54,1.5,1.65
499,Montenegro,2.53,2.46,2.64
504,Morocco,2.01,2.19,1.85
508,Mozambique,0.61,0.99,0.27
512,Oman,2.37,2.51,1.94
516,Namibia,0.52,0.46,0.58
524,Nepal,0.31,0.23,0.38
528,The Netherlands,2.63,2.92,2.35
540,New Caledonia,0.3,0.6,0.0
548,Vanuatu,0.0,0.0,0.0
554,New Zealand,1.74,2.0,1.5
558,Nicaragua,1.31,1.89,0.85
562,Niger,0.12,0.21,0.03
566,Nigeria,1.65,1.83,1.48
578,Norway,2.42,2.7,2.12
586,Pakistan,0.86,1.14,0.58
591,Panama,1.47,1.62,1.33
598,Papua New Guinea,0.45,0.55,0.36
600,Paraguay,2.1,2.15,2.11
604,Peru,1.16,1.34,0.98
608,Philippines,0.54,0.64,0.46
616,Poland,2.08,2.37,1.78
620,Portugal,3.19,3.59,2.81
624,Guinea-Bissau,0.15,0.22,0.08
626,Timor-Leste,0.13,0.25,0.0
630,Puerto Rico,2.28,2.51,2.08
634,Qatar,1.39,1.47,0.99
638,"France, La Réunion",1.32,2.03,0.66
642,Romania,1.61,1.69,1.55
643,Russian Federation,1.97,1.96,2.02
646,Rwanda,0.65,0.77,0.54
662,Saint Lucia,2.26,4.62,0.0
678,Sao Tome and Principe,0.0,0.0,0.0
682,Saudi Arabia,1.99,2.22,1.68
686,Senegal,0.55,0.63,0.47
688,Serbia,1.75,2.04,1.47
694,Sierra Leone,0.0,0.0,0.0
702,Singapore,1.33,1.56,1.08
703,Slovakia,3.07,2.99,3.19
704,Viet Nam,0.57,0.65,0.53
705,Slovenia,2.53,2.54,2.51
706,Somalia,0.74,0.86,0.61
710,South Africa,1.1,1.29,0.94
716,Zimbabwe,0.77,0.87,0.67
724,Spain,2.27,2.65,1.87
728,South Sudan,0.55,0.61,0.49
729,Sudan,0.86,1.03,0.68
740,Suriname,0.34,0.34,0.33
748,Eswatini,0.6,0.79,0.43
752,Sweden,1.77,1.9,1.64
756,Switzerland,2.89,3.36,2.43
760,Syrian Arab Republic,1.86,1.9,1.88
762,Tajikistan,0.32,0.36,0.28
764,Thailand,0.4,0.46,0.34
768,Togo,1.0,1.72,0.41
780,Trinidad and Tobago,1.01,1.32,0.69
784,United Arab Emirates,1.38,1.39,1.42
788,Tunisia,2.0,2.4,1.63
792,Türkiye,1.92,2.27,1.57
795,Turkmenistan,0.75,0.85,0.66
800,Uganda,1.22,0.97,1.35
804,Ukraine,2.02,1.99,2.08
807,North Macedonia,2.06,2.86,1.27
818,Egypt,1.63,2.11,1.15
826,United Kingdom,2.76,3.29,2.23
834,"Tanzania, United Republic of",1.01,1.1,0.94
840,United States of America,2.22,2.47,1.98
854,Burkina Faso,0.18,0.08,0.27
858,Uruguay,2.0,2.23,1.79
860,Uzbekistan,1.37,1.69,1.08
862,Venezuela,2.21,2.55,1.91
882,Samoa,0.0,0.0,0.0
887,Yemen,1.69,1.99,1.4
894,Zambia,0.89,0.77,0.88
